Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Number_of_Layers,Film_Thickness_nm
1673.2,111.6,19.26,20.11,8.07,36.6,266.7,89.4,9,275.23
1190.9,78.5,9.67,26.4,4.12,33.7,262.4,11.2,9,110.05
1608.6,116.7,17.92,40.72,6.31,17.2,595.2,102.3,1,7.21
4289.3,106.8,33.46,42.44,14.51,41.4,541.0,87.3,5,90.62
1985.9,51.9,23.34,33.73,10.7,45.8,482.0,71.7,6,131.03
3587.2,95.0,31.46,21.12,12.85,91.4,211.7,36.0,1,47.56
4353.8,33.7,21.59,49.74,8.57,76.9,163.6,26.4,7,206.06
849.9,88.5,10.75,29.72,4.35,53.1,228.9,79.1,10,164.62
3942.6,69.1,24.58,45.78,10.98,22.1,572.0,58.4,3,33.6
1884.5,21.7,19.25,42.37,8.01,69.1,517.3,104.8,8,89.09
1474.8,47.4,8.59,37.23,3.48,94.2,385.4,38.9,1,6.84
3600.1,115.5,15.76,43.61,6.77,17.0,586.0,80.1,3,17.33
4594.1,51.6,25.57,47.8,9.89,86.4,216.0,37.4,6,171.4
1827.6,38.1,34.66,42.89,11.29,26.2,401.6,80.0,10,358.05
3059.8,38.8,16.13,42.3,4.41,73.1,232.4,15.3,9,111.73
1804.3,67.9,38.33,37.44,13.26,26.5,287.9,53.1,10,681.24
2994.3,104.3,14.82,37.2,6.31,64.0,573.1,29.0,10,65.93
3298.4,95.8,18.05,39.64,4.8,31.4,540.7,76.7,9,40.8
3246.5,63.7,11.26,38.08,3.73,58.8,195.8,44.8,4,37.08
3306.0,40.9,33.15,37.56,12.26,64.0,262.3,94.9,2,93.04
1107.9,24.6,17.08,28.41,5.96,65.7,417.5,22.6,9,166.66
3620.9,66.3,18.84,48.99,7.77,71.5,177.6,71.2,2,53.99
3536.4,101.5,13.63,25.32,4.12,16.2,397.5,75.3,6,34.27
3571.6,93.0,27.85,56.35,10.61,73.3,413.0,12.4,8,196.51
833.3,60.9,24.14,44.99,11.93,23.9,280.9,14.0,1,66.46
2510.8,79.5,14.86,21.96,5.75,70.9,281.9,43.9,10,138.82
2340.7,63.6,37.35,46.36,14.23,21.2,253.1,77.0,4,267.94
890.2,77.9,6.12,34.46,1.43,53.1,571.1,115.9,3,4.7
1500.7,71.8,9.99,57.19,2.86,44.8,325.0,20.0,4,26.83
2484.3,88.1,21.0,57.44,9.24,97.1,413.4,87.3,5,96.21
3843.1,70.8,27.65,53.84,10.82,66.8,285.7,86.2,5,141.91
1566.8,114.1,12.08,42.71,4.51,17.9,466.2,83.6,2,13.42
4233.9,62.8,21.53,56.77,8.76,73.1,195.6,66.8,2,54.5
2956.1,21.6,12.51,45.99,5.46,27.5,182.2,116.4,5,84.62
3921.9,43.6,24.89,55.01,8.76,35.8,484.9,65.2,3,37.06
2626.5,70.1,26.57,26.4,10.23,44.1,477.0,102.2,7,129.84
2746.4,74.1,36.36,56.17,14.62,79.9,269.3,38.9,9,588.59
3288.7,75.2,25.13,46.46,7.38,95.0,309.8,98.7,1,19.26
4675.9,91.5,26.59,32.13,10.08,93.2,580.8,119.6,1,9.11
2713.2,47.5,26.51,59.91,9.09,25.4,196.9,110.1,7,278.47
2879.0,86.5,15.34,47.48,5.45,15.4,232.4,43.4,1,16.4
3209.0,90.4,11.39,56.34,4.54,84.6,343.5,103.1,7,55.27
3818.8,61.1,32.93,20.22,14.83,35.9,276.9,20.5,5,221.34
823.3,60.2,11.68,42.09,3.9,62.5,442.1,84.5,5,50.66
2820.6,37.9,21.76,48.5,12.06,98.1,460.8,47.6,7,137.42
2667.2,61.4,9.84,20.55,3.05,26.8,386.9,82.5,9,41.81
4647.6,98.7,31.15,50.5,12.26,43.7,425.0,55.3,2,45.77
2720.8,110.9,9.63,46.06,3.6,88.1,345.0,11.0,2,10.9
2607.4,79.4,35.17,30.99,14.54,68.5,492.2,35.4,7,219.39
4829.9,49.9,22.64,47.56,10.6,94.4,168.9,14.7,1,27.31
2527.6,88.2,11.36,25.24,2.26,66.9,290.8,57.0,5,25.85
1314.0,94.0,25.61,52.96,10.7,37.3,458.0,102.4,5,131.62
1476.1,53.2,20.82,54.65,9.45,82.5,298.3,91.2,4,148.77
928.3,102.7,16.8,39.42,5.73,78.3,185.3,96.8,6,228.44
502.6,27.4,13.03,40.3,4.65,94.0,305.3,98.8,2,49.8
2443.8,21.1,26.37,36.08,11.06,52.9,470.2,50.9,3,66.9
3961.6,32.3,26.78,33.81,11.38,55.3,204.9,65.7,1,41.15
3800.6,35.6,14.82,54.92,5.58,39.1,476.1,65.9,10,61.2
644.7,107.9,36.55,32.19,13.27,34.2,499.0,22.5,9,527.59
3064.9,62.5,14.36,36.11,4.76,99.7,435.9,75.8,3,18.72
1194.3,47.5,6.45,32.0,1.98,98.0,259.9,89.2,1,5.28
4734.8,62.9,26.17,46.27,9.4,57.7,512.4,77.2,3,32.52
1253.1,59.5,7.83,52.57,2.5,96.0,246.5,92.1,10,73.08
3319.9,50.1,14.41,26.57,4.87,42.1,557.6,23.1,9,42.97
1968.1,33.8,21.08,30.19,8.1,86.5,468.0,93.8,7,99.26
3387.0,85.6,15.29,24.16,5.01,67.1,174.6,32.9,10,130.6
2355.2,33.7,9.89,26.41,4.01,74.5,509.7,106.5,2,7.99
3918.4,97.5,23.52,36.28,10.84,74.6,377.9,36.9,6,127.57
1538.1,40.2,24.63,51.04,8.66,67.2,353.7,64.1,8,202.45
4576.1,93.1,35.86,41.66,12.76,86.7,339.2,63.6,1,31.96
2750.9,100.6,19.74,22.13,9.14,45.3,423.0,39.6,5,83.57
3902.4,32.5,20.4,45.0,7.77,86.4,476.1,49.8,4,38.67
4323.8,28.7,11.37,51.81,4.66,26.5,553.2,30.4,2,7.36
4994.7,115.0,32.45,35.74,12.09,28.0,272.8,72.7,3,107.7
1507.8,66.3,11.38,29.8,3.76,74.6,433.8,110.4,10,62.77
1791.0,83.0,22.08,50.56,4.39,77.5,458.9,44.8,6,57.0
1626.9,22.3,30.49,20.96,12.78,91.2,453.7,65.9,1,34.26
1682.9,47.9,32.78,52.62,11.38,34.7,371.9,104.8,7,266.88
3121.0,70.5,28.94,52.17,9.58,15.0,326.0,59.8,6,169.82
4970.9,108.6,7.15,55.52,1.54,55.7,493.1,101.4,4,3.96
4956.3,47.1,8.51,23.58,2.78,88.8,285.0,59.1,4,15.21
2870.5,97.5,20.68,24.31,8.0,97.4,243.6,58.4,6,174.53
3375.6,86.2,28.36,54.91,11.45,87.2,395.6,27.3,10,262.6
4369.9,31.5,22.64,39.01,7.5,54.1,270.4,23.7,8,133.26
4698.2,49.3,2.24,35.69,1.24,87.7,165.0,77.3,5,6.73
1417.4,43.8,9.75,42.93,3.58,29.3,173.2,101.0,3,49.76
2878.4,64.3,22.41,22.34,9.24,92.9,462.8,24.9,2,31.2
4247.8,83.5,21.48,45.75,10.72,61.0,587.9,110.1,2,18.25
1864.4,63.3,7.95,57.8,1.47,45.0,354.6,49.5,2,5.42
2479.1,44.5,8.88,47.03,1.61,62.3,216.2,56.8,9,37.46
4935.3,89.6,10.81,38.58,4.66,80.6,518.1,108.4,6,20.61
4932.7,78.4,10.08,58.44,2.17,31.6,267.6,108.6,1,3.65
4577.5,71.9,17.0,47.54,8.59,19.2,598.0,67.7,10,63.68
4093.0,75.4,8.36,22.28,2.73,76.0,403.5,40.4,2,5.45
1711.1,42.2,24.79,46.8,10.08,95.7,254.7,28.9,7,309.25
1943.8,88.0,29.59,22.39,11.88,67.3,373.2,39.9,1,36.16
2962.8,58.8,35.8,32.29,14.59,22.8,300.9,95.9,6,300.04
3023.5,56.3,34.61,44.63,14.28,67.9,500.8,45.7,6,168.69
2774.8,35.0,11.94,28.62,4.83,20.5,197.6,86.4,10,141.3
3365.0,79.7,4.92,21.53,1.41,37.3,535.7,31.5,7,6.71
2337.5,80.3,19.0,44.72,5.61,12.8,495.3,62.6,5,43.31
3871.3,54.0,25.38,31.43,10.92,53.9,537.6,48.7,6,80.41
2001.0,106.0,12.99,41.32,1.84,38.9,552.7,65.4,7,13.24
1988.0,104.5,13.98,30.45,6.04,18.8,253.4,72.7,5,104.62
1072.5,30.9,14.62,47.46,5.17,37.8,384.5,119.0,8,115.72
1349.2,89.5,13.08,55.83,4.07,68.3,532.5,109.0,6,30.75
4327.3,59.4,26.16,23.46,10.89,36.0,319.8,86.5,10,265.79
2508.3,120.0,29.67,51.45,10.23,22.9,177.2,26.9,2,99.55
1525.4,42.5,23.18,26.24,8.5,59.0,281.2,111.1,8,273.67
3917.0,48.1,33.01,33.18,13.75,77.8,258.9,108.2,9,440.02
2992.9,64.2,11.73,34.29,2.44,84.7,541.5,107.5,8,14.95
595.2,46.9,6.07,28.25,3.1,52.5,358.7,62.7,10,79.12
1923.6,89.2,14.95,23.01,6.37,74.0,457.6,28.8,5,55.72
1296.5,68.1,27.11,50.74,10.18,85.0,583.0,93.0,6,113.16
3451.4,42.1,25.51,51.75,9.18,70.6,284.6,52.7,2,58.51
1737.6,70.6,7.65,59.87,2.04,57.5,492.5,47.9,4,9.33
792.3,108.9,34.78,57.38,14.42,15.4,160.2,53.0,2,310.77
747.2,99.2,13.37,37.39,5.27,36.1,196.9,71.5,8,290.39
3117.8,69.9,19.25,25.34,6.03,38.8,222.8,46.7,8,153.6
597.8,48.8,25.1,20.43,9.73,45.6,290.6,85.9,2,134.95
4319.6,38.0,32.12,41.26,14.23,95.6,331.3,81.2,9,298.02
1199.3,107.8,22.85,54.42,10.28,28.8,364.7,66.0,4,160.27
3229.5,91.0,39.58,30.72,14.37,58.7,260.4,15.9,8,417.48
2501.1,77.2,8.18,27.96,3.63,99.2,179.8,113.0,10,102.45
2492.8,107.9,25.04,37.56,9.66,65.7,454.9,55.3,9,170.8
823.1,32.2,35.04,55.74,12.6,28.8,160.6,59.4,2,264.49
4112.4,88.2,22.32,38.07,8.13,96.4,514.3,60.2,2,18.73
4518.7,41.7,13.69,48.91,6.07,40.3,568.1,50.2,2,9.43
549.6,32.1,32.96,38.5,14.79,14.3,469.7,84.2,9,639.61
1303.7,66.6,14.45,34.92,2.97,48.8,418.2,11.5,6,48.59
4567.6,58.7,14.41,37.64,6.75,31.7,445.7,106.1,2,14.61
2972.7,114.1,30.76,50.74,13.23,83.7,443.5,21.3,6,168.25
1175.2,52.4,34.41,50.18,13.61,29.8,569.3,120.0,6,169.8
1412.6,101.5,35.21,37.27,14.73,83.8,583.9,79.1,6,196.94
3469.9,94.9,34.51,30.7,13.39,13.3,342.0,17.3,7,259.15
3761.7,86.8,1.54,25.57,1.71,93.6,427.7,71.9,2,3.0
3197.4,112.0,33.61,20.05,14.02,13.8,511.3,46.4,4,98.7
4789.2,60.8,20.12,24.53,6.99,94.5,150.5,114.8,8,217.41
2723.3,59.0,27.33,26.59,10.12,16.6,387.2,93.1,10,238.15
1851.2,36.1,15.28,47.6,6.52,88.5,443.8,65.8,3,33.35
2647.5,47.6,27.43,52.72,12.39,84.8,472.7,57.3,6,151.13
2118.5,108.0,23.49,49.48,9.06,63.5,316.0,119.5,10,303.04
1509.9,67.4,27.59,48.93,12.84,13.2,283.0,83.4,7,421.31
706.8,54.1,14.39,59.77,3.71,65.9,232.0,66.5,3,68.56
2085.0,41.6,10.73,58.5,3.59,65.6,401.0,53.8,6,36.37
3701.3,68.5,16.39,30.75,7.17,60.1,563.7,45.7,1,7.37
583.0,91.7,1.29,25.8,1.07,66.8,553.2,87.6,5,3.46
2476.3,48.7,24.71,26.13,10.7,97.1,312.0,74.7,6,205.65
3398.0,95.8,9.15,55.82,5.14,99.6,266.0,103.3,1,9.88
3246.8,83.0,23.73,24.09,8.8,56.8,505.0,70.9,3,36.04
3994.9,98.8,4.15,33.61,1.98,18.3,476.2,74.1,10,11.22
4147.3,45.1,10.99,41.21,3.39,22.1,377.4,62.5,7,29.56
3702.7,83.1,25.97,44.54,9.72,74.8,325.1,93.9,5,121.28
962.6,35.4,17.04,43.83,5.28,98.4,205.7,55.6,3,89.27
2637.6,56.4,11.97,51.46,4.01,49.2,503.3,103.7,2,8.8
3215.3,92.4,15.04,42.87,4.2,18.8,427.9,46.0,5,31.17
1605.0,83.2,15.38,54.04,4.01,41.8,319.6,86.2,6,71.2
691.5,38.8,25.13,23.39,9.72,44.7,563.5,108.2,2,48.65
1506.2,105.8,10.66,54.36,3.35,99.7,446.9,94.6,9,47.78
2547.0,25.3,14.31,43.6,6.08,71.8,568.2,47.7,5,31.56
2362.7,79.5,23.49,28.92,10.63,20.6,363.5,87.7,1,25.05
1295.0,118.4,24.69,59.11,8.19,40.3,354.6,32.8,2,59.9
4209.9,73.2,25.35,57.59,9.36,14.4,571.8,16.4,9,103.46
4665.6,100.1,14.44,53.83,4.51,68.8,581.9,97.1,4,12.4
1406.1,79.5,32.56,56.46,14.06,70.5,582.3,98.9,4,101.09
4683.1,98.3,22.5,35.29,6.79,15.2,518.5,12.5,2,16.0
580.4,85.6,12.85,29.11,5.02,40.2,358.1,114.3,9,196.32
4662.3,89.1,31.01,27.32,13.66,91.3,244.6,59.0,9,378.61
4783.7,42.8,23.68,54.95,10.17,84.4,322.5,109.6,3,68.36
554.2,94.2,28.78,53.07,9.6,61.7,572.2,96.7,8,216.22
3933.6,43.8,29.52,59.24,13.41,53.6,313.6,109.1,5,193.02
4865.9,118.1,3.93,53.93,1.82,99.4,490.5,101.7,2,3.0
4576.6,42.8,39.97,45.29,12.73,75.0,565.4,117.1,8,123.35
4868.2,43.7,28.95,25.69,10.49,95.7,586.7,79.2,1,9.43
2976.5,105.9,13.69,26.59,6.04,16.4,576.5,35.0,9,60.51
851.7,44.3,9.31,38.95,4.59,29.1,399.8,52.9,1,10.92
4324.1,56.1,2.66,50.71,2.47,12.8,371.3,92.7,4,6.39
3262.2,91.5,34.89,26.93,14.18,88.1,594.4,27.3,3,65.68
3266.3,35.9,11.05,56.62,2.99,72.5,248.2,112.3,3,20.0
2377.6,35.9,17.21,47.35,4.63,26.0,234.4,32.6,5,77.21
3073.3,68.6,20.87,32.49,10.68,97.7,583.4,106.4,8,91.28
1191.1,44.4,23.19,55.43,10.94,96.0,460.1,63.2,4,119.21
3829.0,43.6,9.12,43.95,3.25,30.2,391.3,102.5,6,22.48
837.6,20.9,38.88,49.33,12.4,68.2,209.4,115.4,10,1205.2
3784.0,57.0,23.39,35.42,8.14,70.1,381.0,56.4,5,85.73
4320.4,51.8,32.74,35.74,12.88,10.4,574.9,86.6,8,111.51
2626.1,23.1,3.44,20.5,2.22,72.0,421.3,34.9,4,6.41
2794.2,82.1,1.0,41.52,1.6,29.9,332.1,98.1,1,3.0
1905.0,82.7,24.93,50.43,9.92,91.1,398.0,100.2,3,73.96
4862.6,27.1,8.83,58.75,3.1,85.5,548.8,42.5,2,3.82
3799.1,51.7,20.4,55.69,8.35,91.5,560.8,12.7,10,102.72
2160.4,107.3,3.61,23.48,1.2,78.2,330.0,57.4,1,3.0
1286.6,78.2,27.17,59.22,11.92,24.8,423.6,28.7,9,347.88
1488.1,61.2,30.33,25.98,13.59,42.4,275.6,100.0,2,137.0
2587.7,66.5,35.48,21.64,12.74,73.8,353.0,38.7,2,76.95
4741.6,40.8,32.5,49.96,14.42,39.1,248.9,113.8,6,288.12
3803.7,101.2,32.55,56.24,13.64,73.9,389.2,116.9,1,30.55
1468.6,111.4,18.48,57.99,7.22,40.3,410.2,110.0,1,19.16
4368.0,111.1,19.25,53.0,6.58,26.0,302.0,76.0,8,115.54
2201.9,42.4,30.6,28.2,13.55,56.6,272.5,39.4,1,53.8
4332.7,51.1,37.08,26.16,13.98,71.8,218.0,98.8,6,351.8
1587.6,36.1,33.89,22.36,14.62,56.5,212.8,87.2,2,187.01
3284.0,50.7,28.55,43.28,11.76,67.8,470.2,117.5,1,20.32
4670.0,53.3,15.73,39.49,3.83,49.4,249.7,51.5,7,60.15
1660.5,83.3,31.82,24.37,14.23,80.0,203.1,16.5,4,312.49
3618.2,39.0,36.96,38.59,14.26,68.5,599.5,119.8,1,16.54
4942.9,111.9,28.76,42.69,10.33,61.7,267.0,102.2,7,196.95
1177.7,30.3,32.83,48.92,13.0,49.2,553.2,34.4,10,320.97
897.8,20.7,22.02,36.57,8.86,58.2,424.1,89.8,6,155.89
3533.9,105.5,41.08,32.73,14.22,14.6,471.8,10.1,4,124.17
2028.8,90.4,7.28,46.63,2.32,70.0,402.4,71.4,9,28.6
820.6,55.5,32.73,47.37,13.1,28.4,231.4,49.9,4,436.56
2638.9,79.5,5.08,30.82,1.78,87.4,531.2,51.9,7,8.76
3892.0,42.4,15.67,20.79,5.75,83.1,522.6,36.9,5,29.75
1783.1,36.8,11.55,57.83,2.89,57.5,307.4,40.2,8,55.41
2007.7,67.1,18.9,50.21,7.71,86.2,493.7,60.0,6,75.81
4305.6,55.3,5.45,28.04,4.25,70.4,394.4,37.3,5,17.04
2840.3,81.5,36.5,42.63,14.33,22.7,559.1,61.3,5,100.92
4292.3,41.8,19.08,43.8,8.83,76.7,511.3,73.5,3,25.84
2508.8,86.3,35.43,25.04,13.57,99.6,168.4,88.2,5,433.75
4788.4,96.7,13.25,27.67,4.89,13.7,545.7,84.5,1,3.94
3428.6,36.7,7.97,58.27,1.36,32.0,585.9,36.6,4,3.84
1021.5,24.4,26.43,40.32,11.86,63.8,484.0,14.3,1,38.1
4482.9,64.0,25.31,27.66,10.83,47.4,204.0,101.6,4,135.44
2701.7,97.4,20.84,51.9,8.64,67.4,513.3,106.0,4,46.41
1137.4,85.1,26.11,38.82,12.41,62.8,441.4,117.7,1,38.15
1187.1,90.2,34.68,45.54,12.76,80.9,302.5,115.6,3,216.97
3593.9,60.3,18.35,31.9,9.23,16.4,547.8,79.7,7,66.8
713.2,43.5,38.69,22.32,14.52,49.7,404.5,108.4,10,802.66
1789.7,73.2,28.75,26.6,11.08,87.4,533.8,59.3,7,162.55
1129.0,40.4,25.5,58.92,10.48,42.6,451.6,96.6,8,235.51
2484.8,92.6,16.97,44.94,6.06,55.3,279.8,115.1,7,137.66
2364.6,39.7,5.33,53.24,1.03,11.9,588.8,97.6,10,5.28
2848.4,49.1,10.86,20.86,4.37,30.2,407.0,55.7,10,58.39
1758.4,70.7,29.79,50.62,11.69,51.7,382.5,51.6,2,74.89
644.2,68.7,29.35,39.4,10.94,45.9,331.6,42.1,5,342.77
3264.7,80.1,12.12,46.61,5.63,74.3,211.4,50.4,10,143.89
2181.7,63.7,25.48,34.33,9.76,65.1,458.8,100.3,9,172.17
3431.0,111.9,2.71,44.83,3.73,89.2,343.9,87.2,6,19.27
989.0,104.0,7.0,21.42,4.69,86.9,570.6,37.5,5,27.94
562.0,107.9,36.5,21.82,14.26,31.7,584.3,88.3,1,42.4
1617.3,83.0,16.35,51.95,6.78,11.6,495.4,51.7,5,63.59
2554.5,83.5,9.63,24.98,4.43,86.9,259.1,71.4,6,62.33
2273.3,80.9,19.83,20.56,7.82,39.6,472.2,50.7,7,99.58
4146.4,63.5,15.57,56.5,6.42,41.2,159.2,67.4,6,122.24
2200.3,52.2,24.83,30.62,11.21,24.3,521.9,90.3,3,50.23
2887.0,79.2,30.36,43.3,14.47,72.4,372.1,90.4,10,373.1
3170.8,22.6,17.45,53.56,9.28,35.2,571.5,92.9,3,24.38
598.2,20.7,25.55,49.84,9.28,25.9,320.0,53.0,4,230.77
2818.1,105.2,14.78,21.87,6.11,55.3,268.4,86.0,6,97.75
2051.7,24.6,25.39,42.44,8.9,77.5,597.8,36.3,3,42.84
2395.8,72.5,13.28,41.67,5.47,34.3,388.8,62.5,1,9.64
951.3,81.5,5.4,34.0,1.02,75.0,538.4,74.1,7,8.06
4022.7,39.8,31.81,50.14,13.13,51.6,560.0,85.5,3,44.65
4740.8,109.6,18.26,58.56,7.01,46.3,383.3,110.3,9,98.82
600.2,39.0,20.42,25.89,7.89,42.4,355.1,43.5,8,319.9
3206.2,108.5,5.65,25.81,2.17,23.1,398.8,103.0,5,9.98
3937.3,96.3,27.57,49.39,12.72,39.9,531.5,44.2,5,86.08
1781.6,44.1,12.08,38.18,3.38,89.1,584.1,70.7,10,37.08
4044.0,35.1,22.3,51.81,6.75,19.2,297.7,101.1,1,16.26
3345.6,51.6,36.33,25.64,12.76,96.2,482.4,89.5,4,87.96
4681.2,59.8,17.38,21.59,7.41,19.7,278.4,104.9,1,15.75
4914.5,44.6,32.08,47.92,14.04,42.6,424.9,99.6,2,48.68
690.6,119.9,9.38,59.79,3.93,64.6,512.2,40.4,10,73.87
2502.2,43.0,26.8,23.79,11.01,85.4,548.9,119.2,2,29.41
2961.4,103.1,35.63,54.57,14.69,22.9,351.9,113.1,10,443.53
1160.3,35.9,19.0,35.41,8.69,22.7,316.4,57.3,8,279.16
2013.3,118.0,22.15,20.67,10.69,66.6,264.1,15.2,7,292.26
4944.4,42.6,17.11,40.4,6.51,36.3,210.0,43.4,8,133.05
573.0,62.2,17.9,31.15,11.52,68.0,314.2,102.0,2,116.85
2536.3,75.9,33.26,47.74,13.72,83.9,542.4,114.6,2,48.2
4291.9,32.0,24.1,31.51,10.84,16.9,338.5,101.5,4,96.13
1957.6,101.7,36.78,39.27,14.1,86.0,292.8,53.6,8,452.01
2659.1,47.5,26.4,28.02,9.24,13.4,482.6,16.2,4,69.49
4901.2,74.9,26.1,53.12,9.08,90.9,247.0,66.9,2,49.23
2636.9,75.0,13.07,57.02,5.26,97.8,265.3,51.4,8,109.59
1089.1,80.3,23.74,36.13,10.93,70.1,571.2,23.5,7,157.04
732.7,25.5,30.26,37.96,13.35,98.6,186.7,21.6,6,691.63
4754.4,36.9,25.97,59.31,10.05,84.0,336.6,26.8,5,108.17
1696.1,36.1,6.87,25.68,4.26,14.0,409.5,32.6,8,42.41
2768.3,50.2,26.0,52.34,8.62,10.3,253.6,92.9,8,260.51
908.2,34.5,27.65,42.69,11.58,11.9,276.5,52.0,4,288.69
2406.4,112.2,36.05,55.23,14.15,50.7,249.8,58.1,2,124.46
4685.5,71.3,4.0,31.7,3.19,66.1,305.3,75.8,9,24.82
2760.9,82.4,5.63,31.85,2.78,53.3,554.3,115.6,2,3.21
4870.1,55.7,11.88,33.03,6.78,70.9,344.2,93.2,5,39.96
1664.8,47.6,11.41,20.67,2.76,50.5,338.0,81.0,9,56.84
2770.5,70.3,35.39,26.8,14.73,13.8,324.0,91.8,5,248.32
4367.9,49.4,19.68,59.78,6.94,30.4,583.9,89.1,9,48.41
2517.1,54.4,21.67,29.96,8.47,99.3,202.8,85.9,5,184.13
1757.7,65.3,13.02,20.8,4.18,41.1,542.3,64.6,8,42.05
4349.6,70.6,17.75,31.14,7.29,39.2,297.2,72.4,6,91.2
2254.5,118.4,35.4,36.34,14.79,23.8,580.4,60.8,3,71.02
2888.3,42.3,19.76,41.91,7.84,98.8,291.9,53.4,9,197.26
4894.4,68.8,5.8,22.74,1.12,30.7,187.3,39.8,5,9.26
1339.2,35.0,13.41,51.62,4.4,68.2,384.0,49.1,5,52.27
1856.3,55.0,44.24,53.02,14.7,13.8,252.5,57.1,7,612.68
639.8,91.7,41.19,28.53,14.85,16.0,488.8,73.7,10,667.22
2263.3,37.4,5.74,51.94,3.95,74.5,445.8,65.0,9,36.07
1400.8,78.1,23.68,34.46,9.61,67.2,458.9,21.9,4,111.13
3560.2,61.7,5.56,36.92,2.08,71.2,237.1,47.4,3,9.19
1315.9,25.2,26.73,57.46,9.08,30.8,468.9,51.4,4,94.5
3536.7,113.3,7.41,55.68,2.76,98.6,290.1,87.8,3,12.08
1685.6,61.4,32.05,35.0,12.46,60.3,599.4,46.6,3,69.13
2098.5,98.4,27.54,39.52,14.15,97.3,479.3,10.9,5,164.68
2069.9,61.6,5.33,31.46,3.42,24.8,415.7,19.3,1,3.84
3725.4,113.7,25.48,40.62,7.48,46.5,540.2,64.7,6,58.82
2599.3,49.0,7.74,47.28,2.43,40.2,415.2,30.7,9,29.23
2125.8,61.2,12.22,23.71,5.75,78.0,398.7,64.4,5,49.33
4336.8,95.9,7.12,56.79,1.91,77.3,256.8,73.2,1,3.0
3073.8,54.4,9.66,48.75,4.7,53.8,455.2,112.7,4,21.66
1462.2,56.4,35.34,23.87,14.86,11.5,318.6,82.1,4,284.12
4550.4,119.5,1.38,54.76,1.62,25.8,169.4,13.4,6,7.48
2041.9,75.6,29.59,49.75,13.03,14.5,517.2,51.9,3,76.13
675.4,88.9,5.54,32.53,2.08,86.2,173.3,97.3,4,36.01
2725.7,84.3,24.7,40.86,8.41,36.1,452.5,38.7,8,125.25
1057.7,102.8,20.25,54.41,7.33,20.6,220.5,111.7,2,88.69
1573.1,106.2,36.21,58.73,14.04,41.9,344.7,68.2,10,572.41
3862.0,76.3,10.63,31.24,3.79,17.0,536.6,20.2,3,10.57
1088.4,49.5,12.55,46.02,3.52,98.1,192.5,36.6,9,149.36
4131.2,22.3,25.79,54.41,11.48,38.4,450.2,109.7,1,16.42
4716.1,81.4,25.47,59.53,11.16,94.0,425.7,119.1,4,73.68
3229.4,102.5,28.04,22.83,10.79,71.4,540.4,104.9,4,58.23
3696.6,65.1,4.3,40.14,1.37,60.9,227.7,45.3,5,9.43
3711.1,36.5,12.63,54.95,4.64,52.8,509.9,94.6,1,4.36
4967.6,48.8,30.85,20.13,12.76,71.9,352.6,34.4,3,73.59
2036.9,71.0,27.41,37.49,9.41,71.8,342.9,52.3,9,264.71
1232.9,103.7,27.61,43.37,9.43,10.9,312.8,86.7,10,399.51
2836.3,37.2,11.95,41.06,5.14,91.7,323.5,116.6,5,49.71
2899.6,81.2,7.4,49.31,4.64,43.1,384.0,58.3,2,11.53
1300.6,95.3,32.64,22.62,14.25,41.8,198.1,64.5,3,305.95
3259.0,113.6,25.04,51.42,11.19,46.6,341.3,34.2,10,287.72
563.6,31.7,10.88,31.33,2.78,71.7,443.4,54.4,10,71.68
4674.5,112.6,37.26,52.97,14.13,43.8,374.2,16.9,9,277.15
1690.6,80.1,19.96,36.78,9.15,43.6,224.6,104.4,9,380.48
678.0,96.7,12.77,21.72,5.67,15.7,313.4,12.6,8,185.84
987.1,25.4,12.65,58.56,6.56,47.5,349.3,85.2,7,131.42
1581.1,70.6,28.06,51.22,11.16,23.5,451.0,40.1,8,252.24
1732.6,82.3,16.28,33.91,6.27,87.0,555.3,62.4,7,64.25
647.6,50.7,25.3,30.8,9.1,40.1,397.7,41.0,4,171.84
1757.1,63.2,28.67,43.56,10.95,96.5,454.4,54.0,7,175.75
1368.2,75.4,12.42,59.49,3.74,71.6,184.7,70.1,3,50.72
2203.8,75.3,30.08,31.61,14.22,78.1,579.5,80.5,7,149.03
2233.3,24.2,13.89,57.93,5.99,95.3,291.8,113.4,4,61.52
2025.5,63.9,20.65,33.22,6.87,31.5,309.4,46.5,5,113.61
1975.7,41.4,25.18,48.16,10.78,61.1,250.3,74.3,2,91.47
903.8,111.7,19.02,35.27,9.52,13.7,188.1,109.2,10,722.4
613.4,117.7,20.9,23.4,7.16,19.1,505.5,41.9,8,187.54
1409.5,50.0,23.49,57.45,10.1,43.0,258.2,105.2,2,97.98
3904.9,37.5,36.56,26.56,13.64,71.4,277.2,115.3,5,239.86
4958.6,42.0,30.01,57.79,12.2,84.9,231.8,103.2,5,207.56
4678.4,67.8,30.01,24.13,12.54,33.1,588.7,72.7,9,117.0
2769.0,107.5,16.71,30.68,4.62,77.4,501.5,89.4,8,46.23
2893.2,70.0,13.9,56.84,6.87,30.2,568.5,62.9,9,55.77
1915.6,25.5,26.44,46.34,8.75,10.5,537.8,75.7,5,70.44
3982.7,24.0,3.8,27.58,1.62,14.9,557.8,117.2,2,3.0
3941.4,42.7,29.57,43.68,11.78,62.7,365.6,37.6,8,212.17
